Datum; Uhrzeit; Zaehler; kWh; Temperatur
2019-8-1;1:31:9;50;0.100000;16.625000
2019-8-1;4:3:48;50;0.100000;14.875000
2019-8-1;4:8:29;50;0.100000;15.000000
2019-8-1;4:15:11;50;0.100000;15.312000
2019-8-1;4:34:43;50;0.100000;15.062000
2019-8-1;4:37:17;50;0.100000;15.125000
2019-8-1;4:39:37;50;0.100000;15.125000
2019-8-1;4:41:49;50;0.100000;15.187000
2019-8-1;4:43:55;50;0.100000;15.187000
2019-8-1;4:45:56;50;0.100000;15.187000
2019-8-1;4:47:54;50;0.100000;15.187000
2019-8-1;4:49:50;50;0.100000;15.187000
2019-8-1;4:51:43;50;0.100000;15.250000
2019-8-1;4:53:33;50;0.100000;15.250000
2019-8-1;4:55:21;50;0.100000;15.250000
2019-8-1;4:57:14;50;0.100000;15.187000
2019-8-1;5:19:44;50;0.100000;15.000000
2019-8-1;6:13:46;50;0.100000;15.000000
2019-8-1;6:20:35;50;0.100000;15.062000
2019-8-1;6:31:52;50;0.100000;15.125000
2019-8-1;7:24:49;50;0.100000;15.625000
2019-8-1;8:18:19;50;0.100000;16.875000
2019-8-1;9:28:53;50;0.100000;17.812000
2019-8-1;12:15:5;50;0.100000;21.062000
2019-8-1;15:0:24;50;0.100000;23.812000
2019-8-1;17:47:4;50;0.100000;27.750000
2019-8-1;18:35:24;50;0.100000;28.312000
2019-8-1;18:37:23;50;0.100000;28.062000
2019-8-1;18:39:7;50;0.100000;28.187000
2019-8-1;18:40:47;50;0.100000;28.375000
2019-8-1;18:42:28;50;0.100000;28.125000
2019-8-1;18:44:17;50;0.100000;28.187000
2019-8-1;20:51:48;50;0.100000;22.937000
2019-8-1;23:37:53;50;0.100000;17.750000
2019-8-2;2:19:40;50;0.100000;15.437000
2019-8-2;3:30:19;50;0.100000;14.812000
2019-8-2;4:5:14;50;0.100000;14.187000
2019-8-2;4:10:12;50;0.100000;14.187000
2019-8-2;4:16:27;50;0.100000;14.312000
2019-8-2;4:22:59;50;0.100000;14.375000
2019-8-2;4:26:4;50;0.100000;14.375000
2019-8-2;4:28:28;50;0.100000;14.187000
2019-8-2;4:30:34;50;0.100000;14.187000
2019-8-2;4:32:8;50;0.100000;14.250000
2019-8-2;4:33:37;50;0.100000;14.312000
2019-8-2;4:35:5;50;0.100000;14.312000
2019-8-2;4:36:29;50;0.100000;14.312000
2019-8-2;4:37:52;50;0.100000;14.375000
2019-8-2;4:39:14;50;0.100000;14.312000
2019-8-2;4:40:34;50;0.100000;14.312000
2019-8-2;4:41:56;50;0.100000;14.312000
2019-8-2;4:43:34;50;0.100000;14.437000
2019-8-2;4:45:31;50;0.100000;14.375000
2019-8-2;4:48:39;50;0.100000;14.125000
2019-8-2;5:15:9;50;0.100000;14.125000
2019-8-2;5:31:41;50;0.100000;14.062000
2019-8-2;5:37:31;50;0.100000;14.062000
2019-8-2;5:48:7;50;0.100000;14.062000
2019-8-2;6:29:26;50;0.100000;14.562000
2019-8-2;6:34:2;50;0.100000;14.625000
2019-8-2;6:40:27;50;0.100000;14.687000
2019-8-2;6:46:52;50;0.100000;14.812000
2019-8-2;7:6:29;50;0.100000;15.062000
2019-8-2;7:59:42;50;0.100000;16.250000
2019-8-2;8:52:25;50;0.100000;17.687000
2019-8-2;9:45:15;50;0.100000;18.875000
2019-8-2;12:9:7;50;0.100000;21.812000
2019-8-2;14:41:45;50;0.100000;25.000000
2019-8-2;15:10:45;50;0.100000;25.687000
2019-8-2;15:12:34;50;0.100000;25.937000
2019-8-2;15:13:51;50;0.100000;26.000000
2019-8-2;15:15:4;50;0.100000;26.000000
2019-8-2;15:16:18;50;0.100000;25.875000
2019-8-2;15:17:47;50;0.100000;25.687000
2019-8-2;15:19:33;50;0.100000;25.750000
2019-8-2;15:21:29;50;0.100000;25.937000
2019-8-2;17:34:31;50;0.100000;26.937000
2019-8-2;20:16:24;50;0.100000;19.000000
2019-8-2;22:40:59;50;0.100000;16.625000
2019-8-3;1:7:38;50;0.100000;15.812000
2019-8-3;3:33:28;50;0.100000;15.000000
2019-8-3;4:36:15;50;0.100000;14.625000
2019-8-3;4:41:41;50;0.100000;14.687000
2019-8-3;4:48:8;50;0.100000;14.750000
2019-8-3;4:55:5;50;0.100000;14.875000
2019-8-3;5:11:31;50;0.100000;14.625000
2019-8-3;5:33:43;50;0.100000;14.625000
2019-8-3;5:39:29;50;0.100000;14.500000
2019-8-3;5:51:57;50;0.100000;14.625000
2019-8-3;6:41:45;50;0.100000;14.750000
2019-8-3;6:46:10;50;0.100000;14.750000
2019-8-3;6:52:37;50;0.100000;14.937000
2019-8-3;7:15:37;50;0.100000;15.375000
2019-8-3;7:17:51;50;0.100000;15.437000
2019-8-3;7:19:44;50;0.100000;15.500000
2019-8-3;7:21:32;50;0.100000;15.437000
2019-8-3;7:23:18;50;0.100000;15.500000
2019-8-3;7:25:6;50;0.100000;15.562000
2019-8-3;7:26:55;50;0.100000;15.562000
2019-8-3;7:28:45;50;0.100000;15.625000
2019-8-3;7:30:37;50;0.100000;15.625000
2019-8-3;7:32:28;50;0.100000;15.687000
2019-8-3;7:34:15;50;0.100000;15.687000
2019-8-3;7:35:59;50;0.100000;15.750000
2019-8-3;7:37:40;50;0.100000;15.750000
2019-8-3;7:39:19;50;0.100000;15.812000
2019-8-3;7:41:3;50;0.100000;15.812000
2019-8-3;8:13:8;50;0.100000;16.000000
2019-8-3;9:6:5;50;0.100000;17.125000
2019-8-3;9:58:56;50;0.100000;17.875000
2019-8-3;11:12:42;50;0.100000;18.125000
2019-8-3;11:14:52;50;0.100000;18.125000
2019-8-3;11:16:40;50;0.100000;18.062000
2019-8-3;11:18:21;50;0.100000;18.062000
2019-8-3;11:20:4;50;0.100000;18.125000
2019-8-3;11:22:9;50;0.100000;18.187000
2019-8-3;11:25:2;50;0.100000;18.125000
2019-8-3;11:28:22;50;0.100000;18.250000
2019-8-3;11:59:47;50;0.100000;20.062000
2019-8-3;14:29:19;50;0.100000;18.875000
2019-8-3;16:53:50;50;0.100000;24.375000
2019-8-3;19:20:7;50;0.100000;24.062000
2019-8-3;21:48:24;50;0.100000;18.937000
2019-8-3;22:54:53;50;0.100000;17.437000
2019-8-3;22:56:58;50;0.100000;17.375000
2019-8-3;22:58:47;50;0.100000;17.375000
2019-8-3;23:0:30;50;0.100000;17.375000
2019-8-3;23:2:10;50;0.100000;17.312000
