Datum; Uhrzeit; Zaehler; kWh; Temperatur
2019-9-1;1:12:5;50;0.100000;20.125000
2019-9-1;4:11:37;50;0.100000;18.562000
2019-9-1;7:10:48;50;0.100000;18.000000
2019-9-1;7:39:20;50;0.100000;18.250000
2019-9-1;7:41:14;50;0.100000;18.312000
2019-9-1;7:42:57;50;0.100000;18.312000
2019-9-1;7:44:37;50;0.100000;18.312000
2019-9-1;7:46:20;50;0.100000;18.375000
2019-9-1;8:19:42;50;0.100000;19.125000
2019-9-1;11:12:44;50;0.100000;24.625000
2019-9-1;11:15:3;50;0.100000;24.625000
2019-9-1;11:16:49;50;0.100000;24.562000
2019-9-1;11:18:30;50;0.100000;24.562000
2019-9-1;11:20:16;50;0.100000;24.500000
2019-9-1;11:28:5;50;0.100000;24.187000
2019-9-1;11:30:10;50;0.100000;23.937000
2019-9-1;11:38:2;50;0.100000;22.750000
2019-9-1;11:40:7;50;0.100000;22.687000
2019-9-1;11:47:51;50;0.100000;22.812000
2019-9-1;11:50:4;50;0.100000;22.812000
2019-9-1;11:57:53;50;0.100000;23.312000
2019-9-1;12:32:48;50;0.100000;24.375000
2019-9-1;14:43:46;50;0.100000;25.875000
2019-9-1;14:45:49;50;0.100000;25.812000
2019-9-1;14:47:28;50;0.100000;25.812000
2019-9-1;14:49:2;50;0.100000;25.812000
2019-9-1;15:45:58;50;0.100000;24.375000
2019-9-1;17:44:57;50;0.100000;22.125000
2019-9-1;17:47:32;50;0.100000;22.125000
2019-9-1;17:49:42;50;0.100000;22.062000
2019-9-1;17:51:20;50;0.100000;22.250000
2019-9-1;17:52:35;50;0.100000;22.250000
2019-9-1;17:53:45;50;0.100000;22.375000
2019-9-1;17:54:54;50;0.100000;22.437000
2019-9-1;17:56:0;50;0.100000;22.437000
2019-9-1;17:57:6;50;0.100000;22.125000
2019-9-1;17:58:16;50;0.100000;21.937000
2019-9-1;17:59:43;50;0.100000;21.875000
2019-9-1;18:1:31;50;0.100000;21.875000
2019-9-1;18:3:27;50;0.100000;21.812000
2019-9-1;18:5:22;50;0.100000;21.562000
2019-9-1;18:7:17;50;0.100000;21.437000
2019-9-1;18:9:12;50;0.100000;21.250000
2019-9-1;20:27:56;50;0.100000;20.187000
2019-9-1;22:43:29;50;0.100000;17.000000
2019-9-1;22:45:56;50;0.100000;16.875000
2019-9-1;22:47:26;50;0.100000;16.875000
2019-9-1;22:48:47;50;0.100000;16.875000
2019-9-1;22:50:4;50;0.100000;16.750000
2019-9-1;22:51:17;50;0.100000;16.687000
2019-9-1;22:52:28;50;0.100000;16.687000
2019-9-1;22:53:49;50;0.100000;16.750000
2019-9-1;22:55:33;50;0.100000;16.687000
2019-9-1;22:57:25;50;0.100000;16.687000
2019-9-2;0:0:20;50;0.100000;16.562000
2019-9-2;2:59:27;50;0.100000;15.687000
2019-9-2;4:6:30;50;0.100000;15.062000
2019-9-2;4:38:42;50;0.100000;15.062000
2019-9-2;5:35:13;50;0.100000;14.062000
2019-9-2;6:29:28;50;0.100000;14.312000
2019-9-2;7:6:58;50;0.100000;14.312000
2019-9-2;7:11:53;50;0.100000;14.250000
2019-9-2;7:22:20;50;0.100000;13.937000
2019-9-2;8:17:21;50;0.100000;14.125000
2019-9-2;9:13:6;50;0.100000;14.187000
2019-9-2;10:9:54;50;0.100000;14.687000
2019-9-2;11:6:45;50;0.100000;16.125000
2019-9-2;13:2:42;50;0.100000;16.812000
2019-9-2;15:8:39;50;0.100000;18.500000
2019-9-2;15:10:54;50;0.100000;18.437000
2019-9-2;15:12:48;50;0.100000;18.375000
2019-9-2;15:14:35;50;0.100000;18.312000
2019-9-2;15:16:19;50;0.100000;18.312000
2019-9-2;15:18:0;50;0.100000;18.250000
2019-9-2;15:19:38;50;0.100000;18.250000
2019-9-2;15:21:21;50;0.100000;18.250000
2019-9-2;16:6:56;50;0.100000;19.125000
2019-9-2;19:28:57;50;0.100000;18.437000
