Datum; Uhrzeit; Zaehler; kWh;Temperatur
2019-3-01;0:2:6;0;0.00000;0
2019-3-02;0:2:6;0;0.00000;0
2019-3-03;0:2:6;0;0.00000;0
2019-3-04;0:2:6;0;0.00000;0
2019-3-05;0:2:6;0;0.00000;0
2019-3-06;0:2:6;0;0.00000;0
2019-3-07;0:2:6;0;0.00000;0
2019-3-08;0:2:6;0;0.00000;0
2019-3-09;0:2:6;0;0.00000;0
2019-3-10;0:2:6;0;0.00000;0
2019-3-11;0:2:6;0;0.00000;0
2019-3-12;0:2:6;0;0.00000;0
2019-3-13;0:2:6;0;0.00000;0
2019-3-14;0:2:6;0;0.00000;0
2019-3-15;0:2:6;0;0.00000;0
2019-3-16;0:2:6;0;0.00000;0
2019-3-17;0:2:6;0;0.00000;0
2019-3-18;0:2:6;0;0.00000;0
2019-3-19;0:2:6;0;0.00000;0
2019-3-20;0:2:6;0;0.010000;0
2019-3-20;0:12:28;5;0.0100;0
2019-3-20;0:22:51;5;0.0100;0
2019-3-20;0:33:15;5;0.0100;0
2019-3-20;0:43:38;5;0.0100;0
2019-3-20;0:54:1;5;0.01000;0
2019-3-20;1:4:24;5;0.01000;0
2019-3-20;1:14:46;5;0.0100;0
2019-3-20;1:25:9;5;0.01000;0
2019-3-20;1:35:32;5;0.0100;0
2019-3-20;1:45:55;5;0.0100;0
2019-3-20;1:56:18;5;0.0100;0
2019-3-20;2:2:55;5;0.01000;0
2019-3-20;2:3:29;5;0.01000;0
2019-3-20;2:3:56;5;0.01000;0
2019-3-20;2:4:22;5;0.01000;0
2019-3-20;2:4:48;5;0.01000;0
2019-3-20;2:5:14;5;0.01000;0
2019-3-20;2:5:40;5;0.01000;0
2019-3-20;2:6:7;5;0.010000;0
2019-3-20;2:6:33;5;0.01000;0
2019-3-20;2:6:59;5;0.01000;0
2019-3-20;2:7:26;5;0.01000;0
2019-3-20;2:7:53;5;0.01000;0
2019-3-20;2:8:19;5;0.01000;0
2019-3-20;2:8:46;5;0.01000;0
2019-3-20;2:9:12;5;0.01000;0
2019-3-20;2:9:39;5;0.01000;0
2019-3-20;2:10:7;5;0.01000;0
2019-3-20;2:10:34;5;0.0100;0
2019-3-20;2:11:1;5;0.01000;0
2019-3-20;2:11:28;5;0.0100;0
2019-3-20;2:11:55;5;0.0100;0
2019-3-20;2:12:23;5;0.0100;0
2019-3-20;2:12:50;5;0.0100;0
2019-3-20;2:13:18;5;0.0100;0
2019-3-20;2:13:46;5;0.0100;0
2019-3-20;2:14:13;5;0.0100;0
2019-3-20;2:14:41;5;0.0100;0
2019-3-20;2:15:8;5;0.01000;0
2019-3-20;2:15:36;5;0.0100;0
2019-3-20;2:16:5;5;0.01000;0
2019-3-20;2:16:33;5;0.0100;0
2019-3-20;2:17:1;5;0.01000;0
2019-3-20;2:17:30;5;0.0100;0
2019-3-20;2:17:58;5;0.0100;0
2019-3-20;2:18:26;5;0.0100;0
2019-3-20;2:18:54;5;0.0100;0
2019-3-20;2:19:22;5;0.0100;0
2019-3-20;2:19:51;5;0.0100;0
2019-3-20;2:20:20;5;0.0100;0
2019-3-20;2:20:49;5;0.0100;0
2019-3-20;2:21:18;5;0.0100;0
2019-3-20;2:21:48;5;0.0100;0
2019-3-20;2:22:17;5;0.0100;0
2019-3-20;2:22:46;5;0.0100;0
2019-3-20;2:23:16;5;0.0100;0
2019-3-20;2:23:46;5;0.0100;0
2019-3-20;2:24:17;5;0.0100;0
2019-3-20;2:24:47;5;0.0100;0
2019-3-20;2:25:17;5;0.0100;0
2019-3-20;2:25:47;5;0.0100;0
2019-3-20;2:26:18;5;0.0100;0
2019-3-20;2:26:49;5;0.0100;0
2019-3-20;2:27:20;5;0.0100;0
2019-3-20;2:27:51;5;0.0100;0
2019-3-20;2:28:22;5;0.0100;0
2019-3-20;2:28:54;5;0.0100;0
2019-3-20;2:29:25;5;0.0100;0
2019-3-20;2:29:56;5;0.0100;0
2019-3-20;2:30:27;5;0.0100;0
2019-3-20;2:30:58;5;0.0100;0
2019-3-20;2:31:31;5;0.0100;0
2019-3-20;2:32:3;5;0.01000;0
2019-3-20;2:32:35;5;0.0100;0
2019-3-20;2:33:8;5;0.01000;0
2019-3-20;2:33:40;5;0.0100;0
2019-3-20;2:34:12;5;0.0100;0
2019-3-20;2:34:45;5;0.0100;0
2019-3-20;2:35:18;5;0.0100;0
2019-3-20;2:35:52;5;0.0100;0
2019-3-20;2:36:25;5;0.0100;0
2019-3-20;2:36:59;5;0.0100;0
2019-3-20;2:37:32;5;0.0100;0
2019-3-20;2:38:6;5;0.01000;0
2019-3-20;2:38:40;5;0.0100;0
2019-3-20;2:39:15;5;0.0100;0
2019-3-20;2:39:50;5;0.0100;0
2019-3-20;2:40:25;5;0.0100;0
2019-3-20;2:41:0;5;0.01000;0
2019-3-20;2:41:34;5;0.0100;0
2019-3-20;2:42:9;5;0.01000;0
2019-3-20;2:42:44;5;0.0100;0
2019-3-20;2:43:18;5;0.0100;0
2019-3-20;2:43:53;5;0.0100;0
2019-3-20;2:44:28;5;0.0100;0
2019-3-20;2:45:2;5;0.01000;0
2019-3-20;2:45:37;5;0.0100;0
2019-3-20;2:46:13;5;0.0100;0
2019-3-20;2:46:49;5;0.0100;0
2019-3-20;2:47:25;5;0.0100;0
2019-3-20;2:48:1;5;0.01000;0
2019-3-20;2:48:37;5;0.0100;0
2019-3-20;2:49:14;5;0.0100;0
2019-3-20;2:49:50;5;0.0100;0
2019-3-20;2:50:26;5;0.0100;0
2019-3-20;2:51:2;5;0.01000;0
2019-3-20;2:51:38;5;0.0100;0
2019-3-20;2:52:15;5;0.0100;0
2019-3-20;2:52:52;5;0.0100;0
2019-3-20;2:53:29;5;0.0100;0
2019-3-20;2:54:7;5;0.01000;0
2019-3-20;2:54:44;5;0.0100;0
2019-3-20;2:55:22;5;0.0100;0
2019-3-20;2:56:0;5;0.01000;0
2019-3-20;2:56:38;5;0.0100;0
2019-3-20;2:57:15;5;0.0100;0
2019-3-20;2:57:53;5;0.0100;0
2019-3-20;2:58:31;5;0.0100;0
2019-3-20;2:59:9;5;0.01000;0
2019-3-20;2:59:47;5;0.0100;0
2019-3-20;3:0:24;5;0.01000;0
